Statement,Link,Date
"Trike driver, isang menor de edad nakorner kasunod ng isang drug bust sa Pasay",https://balita.mb.com.ph/2023/05/10/trike-driver-isang-menor-de-edad-nakorner-kasunod-ng-isang-drug-bust-sa-pasay/,"May 10,  2023"
"Bayarin sa kuryente, inaasahang tataas ngayong Mayo",https://balita.mb.com.ph/2023/05/10/bayarin-sa-kuryente-inaasahang-tataas-ngayong-mayo/,"May 10,  2023"
"DOH sa mga otoridad ng kulungan sa bansa: Pabakunahan ang mga preso, kawani vs Covid-19",https://balita.mb.com.ph/2023/05/10/doh-sa-mga-otoridad-ng-kulungan-sa-bansa-pabakunahan-ang-mga-preso-kawani-vs-covid-19/,"May 10,  2023"
"Higit 10,000 loose firearms ang nasamsam na ngayong 2023 -- PNP",https://balita.mb.com.ph/2023/05/10/higit-10000-loose-firearms-ang-nasamsam-na-ngayong-2023-pnp/,"May 10,  2023"
"PH, U.S. fighter jet pilots nagsagawa ng air-to-air combat drills",https://balita.mb.com.ph/2023/05/10/ph-u-s-fighter-jet-pilots-nagsagawa-ng-air-to-air-combat-drills/,"May 10,  2023"
"Efren 'Bata' Reyes, 'di pa tiyak kung sasali ulit sa SEA Games",https://balita.mb.com.ph/2023/05/10/efren-bata-reyes-di-pa-tiyak-kung-sasali-ulit-sa-sea-games/,"May 10,  2023"
"'Paraiso ng Batang Maynila' sa Malate, bukas na!",https://balita.mb.com.ph/2023/05/10/paraiso-ng-batang-maynila-sa-malate-bukas-na/,"May 10,  2023"
"Comelec, handang-handa na sa BSKE sa Oktubre",https://balita.mb.com.ph/2023/05/10/comelec-handang-handa-na-sa-bske-sa-oktubre/,"May 10,  2023"
"Winning shoes ni EJ Obiena, isusubasta para sa mga batang Pinoy pole vaulter",https://balita.mb.com.ph/2023/05/10/winning-shoes-ni-ej-obiena-isusubasta-para-sa-mga-batang-pinoy-pole-vaulter/,"May 10,  2023"
"2 dating rebelde, sumuko sa awtoridad",https://balita.mb.com.ph/2023/05/10/2-dating-rebelde-sumuko-sa-awtoridad/,"May 10,  2023"
"Nasungkit na gold medal ng Pilipinas sa 32nd SEA Games, 25 na!",https://balita.mb.com.ph/2023/05/10/nasungkit-na-gold-medal-ng-pilipinas-sa-32nd-sea-games-25-na/,"May 10,  2023"
"PCSO: Mega Lotto 6/45 jackpot prize, ₱207M na ngayong Wednesday draw!",https://balita.mb.com.ph/2023/05/10/pcso-mega-lotto-6-45-jackpot-prize-%e2%82%b1207m-na-ngayong-wednesday-draw/,"May 10,  2023"
"PCSO, nagpasaklolo sa PNP vs. illegal gambling",https://balita.mb.com.ph/2023/05/10/pcso-nagpasaklolo-sa-pnp-vs-illegal-gambling/,"May 10,  2023"
"'Nagising pa kaya?' Bebot nahuli, natuklasan ang 'pakikipagharutan' ng jowa dahil sa Telegram",https://balita.mb.com.ph/2023/05/10/nagising-pa-kaya-bebot-nahuli-natuklasan-ang-pakikipagharutan-ng-jowa-dahil-sa-telegram/,"May 10,  2023"
"Fans, netizens nag-alala kay Claudine Barretto matapos maospital",https://balita.mb.com.ph/2023/05/10/fans-netizens-nag-alala-kay-claudine-barretto-matapos-maospital/,"May 10,  2023"
"Marcos, dumating na sa opening session ng 42nd ASEAN Summit sa Indonesia",https://balita.mb.com.ph/2023/05/10/marcos-dumating-na-sa-opening-session-ng-42nd-asean-summit-sa-indonesia/,"May 10,  2023"
"Netizens, bet 'magpatusok' kay Ben Alves",https://balita.mb.com.ph/2023/05/10/netizens-bet-magpatusok-kay-ben-alves/,"May 10,  2023"
"Romnick, may pasaring tungkol sa confidential funds: 'Bakit nakakairita?'",https://balita.mb.com.ph/2023/05/10/romnick-may-pasaring-tungkol-sa-confidential-funds-bakit-nakakairita/,"May 10,  2023"
"47% ng mga Pinoy, naniniwalang 'mapanganib' magbalita ng kahit anong kritikal sa gov't – SWS",https://balita.mb.com.ph/2023/05/09/47-ng-mga-pinoy-naniniwalang-mapanganib-magbalita-ng-kahit-anong-kritikal-sa-govt-sws/,"May 09,  2023"
"Hiling na ‘political asylum’ ni Teves, ibinasura ng Timor Leste – DFA",https://balita.mb.com.ph/2023/05/09/hiling-na-political-asylum-ni-teves-ibinasura-ng-timor-leste-dfa/,"May 09,  2023"
"Robredo, inilunsad ‘Tayo ang Liwanag’ coffee table book tungkol sa 2022 campaign",https://balita.mb.com.ph/2023/05/09/robredo-inilunsad-tayo-ang-liwanag-coffee-table-book-tungkol-sa-2022-campaign/,"May 09,  2023"
"Tricycle driver, kaniyang anak na babae, patay matapos pagbabarilin ng riding-in-tandem",https://balita.mb.com.ph/2023/05/09/tricycle-driver-kaniyang-anak-na-babae-patay-matapos-pagbabarilin-ng-riding-in-tandem/,"May 09,  2023"
"Toni Fowler, laking pasasalamat dahil safe ang pera niya sa kaniyang digital wallet",https://balita.mb.com.ph/2023/05/09/toni-fowler-laking-pasasalamat-dahil-safe-ang-pera-niya-sa-kaniyang-digital-wallet/,"May 09,  2023"
PacMan sasagutin medical at hospital bills ng boxer na na-coma,https://balita.mb.com.ph/2023/05/09/pacman-sasagutin-medical-at-hospital-bills-ng-boxer-na-na-coma/,"May 09,  2023"
'Para kanino?' Jason Hernandez may bagong hugot tungkol sa pagmo-move on,https://balita.mb.com.ph/2023/05/09/para-kanino-jason-hernandez-may-bagong-hugot-tungkol-sa-pagmo-move-on/,"May 09,  2023"
"Informant ng vandalism, may instant ₱30k sa mayor ng Lapu-Lapu City",https://balita.mb.com.ph/2023/05/09/informant-ng-vandalism-may-instant-%e2%82%b130k-sa-mayor-ng-lapu-lapu-city/,"May 09,  2023"
"2.3M bata, bakunado na vs tigdas, rubella; 800,000 protektado na rin vs polio -- DOH",https://balita.mb.com.ph/2023/05/09/2-3m-bata-bakunado-na-vs-tigdas-rubella-800000-protektado-na-rin-vs-polio-doh/,"May 09,  2023"
"Halos ₱1 milyong 'shabu,' nasamsam ng awtoridad sa Nueva Ecija",https://balita.mb.com.ph/2023/05/09/halos-%e2%82%b11-milyong-shabu-nasamsam-ng-awtoridad-sa-nueva-ecija/,"May 09,  2023"
"Rehistradong sim, umabot na sa higit 95M -- NTC",https://balita.mb.com.ph/2023/05/09/rehistradong-sim-umabot-na-sa-higit-95m-ntc/,"May 09,  2023"
Sunshine Guimary 'nambuhay' ng ulirat habang todo-awra sa Dead Sea,https://balita.mb.com.ph/2023/05/09/sunshine-guimary-nambuhay-ng-ulirat-habang-todo-awra-sa-dead-sea/,"May 09,  2023"
"Bato, sinabing tinatawagan pa rin siya ni Teves: ‘Pero ayoko nang sagutin’",https://balita.mb.com.ph/2023/05/09/bato-sinabing-tinatawagan-pa-rin-siya-ni-teves-pero-ayoko-nang-sagutin/,"May 09,  2023"
"Kilalanin si Teacher Celeste: guro sa QC na nagtravel na, may pa-donation drive pa",https://balita.mb.com.ph/2023/05/09/kilalanin-si-teacher-celeste-guro-sa-qc-na-nagtravel-na-may-pa-donation-drive-pa/,"May 09,  2023"
"Sen. Villar, nais magkaroon ng mas pinalakas na heat index monitoring system sa 'Pinas",https://balita.mb.com.ph/2023/05/09/sen-villar-nais-magkaroon-ng-mas-pinalakas-na-heat-index-monitoring-system-sa-pinas/,"May 09,  2023"
"'Mindset ba, mindset!' Teknik ng Grade 4 pupil sa 'no erasure' policy sa exam, kinaaliwan",https://balita.mb.com.ph/2023/05/09/mindset-ba-mindset-teknik-ng-grade-4-pupil-sa-no-erasure-policy-sa-exam-kinaaliwan/,"May 09,  2023"
"Teves, nasa Timor Leste para sa ‘asylum’ – Remulla",https://balita.mb.com.ph/2023/05/09/teves-nasa-timor-leste-para-sa-asylum-remulla/,"May 09,  2023"
"Kumare, ginamit na palusot aberya sa e-wallet para hindi magbayad ng utang",https://balita.mb.com.ph/2023/05/09/kumare-ginamit-na-palusot-aberya-sa-e-wallet-para-hindi-magbayad-ng-utang/,"May 09,  2023"
"MPD-DDEU, nakasamsam ng ₱8.1M halaga ng umano'y shabu; pinuri ni Mayor Lacuna",https://balita.mb.com.ph/2023/05/09/mpd-ddeu-nakasamsam-ng-%e2%82%b18-1m-halaga-ng-umanoy-shabu-pinuri-ni-mayor-lacuna/,"May 09,  2023"
Jake kay Chie: 'If you never shoot you'll never know',https://balita.mb.com.ph/2023/05/09/jake-kay-chie-if-you-never-shoot-youll-never-know/,"May 09,  2023"
"Joaquin Domagoso, flinex ang kaniyang anak sa social media",https://balita.mb.com.ph/2023/05/09/joaquin-domagoso-flinex-ang-kaniyang-anak-sa-social-media/,"May 09,  2023"
"17 pagyanig, naitala sa Mt. Bulusan – Phivolcs",https://balita.mb.com.ph/2023/05/09/17-pagyanig-naitala-sa-mt-bulusan-phivolcs/,"May 09,  2023"
"Alden, may ginawa raw na 'ikinabanas' sa set ng Start-Up PH",https://balita.mb.com.ph/2023/05/09/alden-may-ginawa-raw-na-ikinabanas-sa-set-ng-start-up-ph/,"May 09,  2023"
"Rider, patay sa hit-and-run sa Tondo",https://balita.mb.com.ph/2023/05/09/rider-patay-sa-hit-and-run-sa-tondo/,"May 09,  2023"
"Matteo Guidicelli, magiging Kapuso na!",https://balita.mb.com.ph/2023/05/09/matteo-guidicelli-magiging-kapuso-na/,"May 09,  2023"
"Panukala para sa maagang pagboto ng seniors, PWDs, iba pa, pasado na sa Kamara",https://balita.mb.com.ph/2023/05/09/panukala-para-sa-maagang-pagboto-ng-seniors-pwds-iba-pa-pasado-na-sa-kamara/,"May 09,  2023"
"eBOSS ng Marikina LGU, binigyang-pagkilala ng ARTA",https://balita.mb.com.ph/2023/05/09/eboss-ng-marikina-lgu-binigyang-pagkilala-ng-arta/,"May 09,  2023"
"OCTA: NCR COVID-19 positivity rate, tumaas pa sa 22.9%",https://balita.mb.com.ph/2023/05/09/octa-ncr-covid-19-positivity-rate-tumaas-pa-sa-22-9/,"May 09,  2023"
"Bishop Pabillo, nanawagan sa gov’t na magpatupad ng iba pang programa para sa mahihirap",https://balita.mb.com.ph/2023/05/09/bishop-pabillo-nanawagan-sa-govt-na-magpatupad-ng-iba-pang-programa-para-sa-mahihirap/,"May 09,  2023"
"Davao Occidental, niyanig ng magnitude 4.4 na lindol",https://balita.mb.com.ph/2023/05/09/davao-occidental-niyanig-ng-magnitude-4-4-na-lindol-2/,"May 09,  2023"
"AI, maaaring palitan 80% trabaho sa mga susunod na taon – eksperto ​",https://balita.mb.com.ph/2023/05/09/ai-maaaring-palitan-80-trabaho-sa-mga-susunod-na-taon-eksperto-%e2%80%8b/,"May 09,  2023"
"Digital driver's license, ilulunsad ng LTO",https://balita.mb.com.ph/2023/05/08/digital-drivers-license-ilulunsad-ng-lto/,"May 17,  2023"
"Higit ₱196 milyon na jackpot prize sa Mega Lotto 6/45, hindi napanalunan!",https://balita.mb.com.ph/2023/05/09/higit-%e2%82%b1196-milyon-na-jackpot-prize-sa-mega-lotto-6-45-hindi-napanalunan/,"May 09,  2023"
"Premyo ng Ultra Lotto 6/58, papalo sa ₱110 milyon!",https://balita.mb.com.ph/2023/05/09/premyo-ng-ultra-lotto-6-58-papalo-sa-%e2%82%b1110-milyon/,"May 09,  2023"
"HORI7ON, kompleto na sa South Korea; mga kaanak, may mensahe para sa grupo",https://balita.mb.com.ph/2023/05/09/hori7on-kompleto-na-sa-south-korea-mga-kaanak-may-mensahe-para-sa-grupo/,"May 09,  2023"
"Oil spill sa Bataan, tinututukan pa rin ng PCG",https://balita.mb.com.ph/2023/05/09/oil-spill-sa-bataan-tinututukan-pa-rin-ng-pcg/,"May 09,  2023"
"Pole vaulter EJ Obiena, nilundag gintong medalya sa SEA Games",https://balita.mb.com.ph/2023/05/08/pole-vaulter-ej-obiena-nilundag-gintong-medalya-sa-sea-games/,"May 08,  2023"
"Darryl Yap, ipinagmamalaki si Juliana Segovia",https://balita.mb.com.ph/2023/05/08/darryl-yap-ipinagmamalaki-si-juliana-segovia/,"May 08,  2023"
"Guilty! Ex-Maguindanao Gov. Ampatuan, 1 pa kulong sa 'ghost' food supplies",https://balita.mb.com.ph/2023/05/08/guilty-ex-maguindanao-gov-ampatuan-1-pa-kulong-sa-ghost-food-supplies/,"May 08,  2023"
"CSC, hinimok ang mga honor graduate na mag-aplay para sa kanilang eligibility",https://balita.mb.com.ph/2023/05/08/csc-hinimok-ang-mga-honor-graduate-na-mag-aplay-para-sa-kanilang-eligibility/,"May 08,  2023"
Theater debut ni Bea Alonzo 'Ang Larawan' nagpahanga sa netizens,https://balita.mb.com.ph/2023/05/08/theater-debut-ni-bea-alonzo-ang-larawan-nagpahanga-sa-netizens/,"May 08,  2023"
"‘Unholy’ hitmaker Sam Smith, nakatakdang mag-concert sa Pilipinas",https://balita.mb.com.ph/2023/05/08/unholy-hitmaker-sam-smith-nakatakdang-mag-concert-sa-pilipinas/,"February 20,  2024"
22 patay matapos tumaob tourist boat sa India,https://balita.mb.com.ph/2023/05/08/22-patay-matapos-tumaob-tourist-boat-sa-india/,"February 20,  2024"
"Aktibong kaso ng Covid-19 sa Muntinlupa, sumirit sa 83 sa loob lang ng isang linggo",https://balita.mb.com.ph/2023/05/08/aktibong-kaso-ng-covid-19-sa-muntinlupa-sumirit-sa-83-sa-loob-lang-ng-isang-linggo/,"May 12,  2023"
"112% na ang average daily case: 9,465 bagong kaso ng Covid-19, naitala sa bagong ulat ng DOH",https://balita.mb.com.ph/2023/05/08/112-na-ang-average-daily-case-9465-bagong-kaso-ng-covid-19-naitala-sa-bagong-ulat-ng-doh/,"May 12,  2023"
"Xyriel Manabat palaban na sa basher matapos sabihan ng, ""May hair ang armpit""",https://balita.mb.com.ph/2023/05/08/xyriel-manabat-palaban-na-sa-basher-matapos-sabihan-ng-may-hair-ang-armpit/,"May 08,  2023"
"P1.1-M halaga ng puslit na sigarilyo sa Davao City, nasakote ng CIDG",https://balita.mb.com.ph/2023/05/08/p1-1-m-halaga-ng-puslit-na-sigarilyo-sa-davao-city-nasakote-ng-cidg/,"May 08,  2023"
"Patuloy na pagsusuot ng facemask, panawagan pa rin ni Lacuna",https://balita.mb.com.ph/2023/05/08/patuloy-na-pagsusuot-ng-facemask-panawagan-pa-rin-ni-lacuna/,"May 08,  2023"
"Panukalang pag-ban sa 'no permit, no exam policy’ sa private schools, pasado na sa Kamara",https://balita.mb.com.ph/2023/05/08/panukalang-pag-ban-sa-no-permit-no-exam-policy-sa-private-schools-pasado-na-sa-kamara/,"May 08,  2023"
"Gilas Pilipinas, handa na vs Malaysia sa Mayo 9",https://balita.mb.com.ph/2023/05/08/gilas-pilipinas-handa-na-vs-malaysia-sa-mayo-9/,"May 08,  2023"
"Heat index sa Tanauan, Batangas, pumalo sa 47°C",https://balita.mb.com.ph/2023/05/08/heat-index-sa-tanauan-batangas-pumalo-sa-47c/,"May 08,  2023"
"#PampaGoodVibes: Netizen, flinex baby cat na expert lumangoy sa dagat",https://balita.mb.com.ph/2023/05/08/pampagoodvibes-netizen-flinex-baby-cat-na-expert-lumangoy-sa-dagat/,"May 08,  2023"
"DSWD, nagpadala na ng 6,000 family food packs sa Batanes",https://balita.mb.com.ph/2023/05/08/dswd-nagpadala-na-ng-6000-family-food-packs-sa-batanes/,"May 08,  2023"
"Panukalang gawing instant milyonaryo mga Pinoy centenarian, lusot na sa Kamara",https://balita.mb.com.ph/2023/05/08/panukalang-gawing-instant-milyonaryo-mga-pinoy-centenarian-lusot-na-sa-kamara/,"May 08,  2023"
"'Finance officer' ng terrorist group, dinakma sa Sultan Kudarat hospital",https://balita.mb.com.ph/2023/05/08/finance-officer-ng-terrorist-group-dinakma-sa-sultan-kudarat-hospital/,"May 08,  2023"
"39% ng mga pamilyang Pinoy, itinuturing mga sarili bilang ‘food-poor’ – SWS",https://balita.mb.com.ph/2023/05/08/39-ng-mga-pamilyang-pinoy-itinuturing-mga-sarili-bilang-food-poor-sws/,"May 08,  2023"
"Matapos 'mamundok:' Alex Gonzaga, ayaw nang pababain ng netizens",https://balita.mb.com.ph/2023/05/08/matapos-mamundok-alex-gonzaga-ayaw-nang-pababain-ng-netizens/,"May 08,  2023"
"Luzon grid, naka-red alert; netizens banas sa power interruption",https://balita.mb.com.ph/2023/05/08/luzon-grid-naka-red-alert-netizens-banas-sa-power-interruption/,"May 08,  2023"
"PCG, inilunsad ‘search and retrieval operations’ para sa 4 sakay ng lumubog na M/Y Dream Keeper",https://balita.mb.com.ph/2023/05/08/pcg-inilunsad-search-and-retrieval-operations-para-sa-4-sakay-ng-lumubog-na-m-y-dream-keeper/,"May 08,  2023"
"Bagong noontime girl group na ‘Baby Dolls,’ ipinakilala na sa ‘It’s Showtime’",https://balita.mb.com.ph/2023/05/08/bagong-noontime-girl-group-na-baby-dolls-ipinakilala-na-sa-its-showtime/,"May 08,  2023"
Rosmar Tan na-scam ng ₱50k ng nagpanggap na sis ni Toni Fowler,https://balita.mb.com.ph/2023/05/08/rosmar-tan-na-scam-ng-%e2%82%b150k-ng-nagpanggap-na-sis-ni-toni-fowler/,"May 08,  2023"
"Binata, patay matapos saksakin sa isang birthday party",https://balita.mb.com.ph/2023/05/08/binata-patay-matapos-saksakin-sa-isang-birthday-party/,"May 08,  2023"
"Xian Gaza, hanga kay Whamos Cruz: 'Nawa'y tularan kayo ng ibang influencers'",https://balita.mb.com.ph/2023/05/08/xian-gaza-hanga-kay-whamos-cruz-naway-tularan-kayo-ng-ibang-influencers/,"May 08,  2023"
"Alex Gonzaga at Melai Cantiveros, parehong 'namundok'",https://balita.mb.com.ph/2023/05/08/alex-gonzaga-at-melai-cantiveros-parehong-namundok/,"May 08,  2023"
Night Owl sa Hiligaynon,https://balita.mb.com.ph/2023/05/08/night-owl-sa-hiligaynon/,"May 08,  2023"
"Norman Black, out na bilang head coach ng Meralco Bolts",https://balita.mb.com.ph/2023/05/08/norman-black-out-na-bilang-head-coach-ng-meralco-bolts/,"May 08,  2023"
"'Pumuntos ng 3 points?' Basketbolista, 'tinatrabaho' si Zeinab",https://balita.mb.com.ph/2023/05/08/pumuntos-ng-3-points-basketbolista-tinatrabaho-si-zeinab/,"May 08,  2023"
"13-anyos na si Kendra, ibinida ang kaniyang electric car!",https://balita.mb.com.ph/2023/05/08/13-anyos-na-si-kendra-ibinida-ang-kaniyang-electric-car/,"May 08,  2023"
"PBBM: ‘Nawa’y maghatid koronasyon ni King Charles III ng kapayapaan, pag-unlad’",https://balita.mb.com.ph/2023/05/08/pbbm-naway-maghatid-koronasyon-ni-king-charles-iii-ng-kapayapaan-pag-unlad/,"May 08,  2023"
"Mandatory ROTC, walang malulutas na isyu sa bansa – grupo ng kabataan",https://balita.mb.com.ph/2023/05/08/mandatory-rotc-walang-malulutas-na-isyu-sa-bansa-grupo-ng-kabataan/,"May 08,  2023"
"Jennylyn may pa-meme tungkol sa pagtaba; sey ng netizens, 'Seryoso ka ba?'",https://balita.mb.com.ph/2023/05/08/jennylyn-may-pa-meme-tungkol-sa-pagtaba-sey-ng-netizens-seryoso-ka-ba/,"May 08,  2023"
"51% ng mga pamilyang Pinoy, itinuturing mga sarili bilang ‘mahirap’ – SWS",https://balita.mb.com.ph/2023/05/08/51-ng-mga-pamilyang-pinoy-itinuturing-mga-sarili-bilang-mahirap-sws/,"May 08,  2023"
"Batangueño, valedictorian ng PMA Class 2023",https://balita.mb.com.ph/2023/05/08/batangueno-valedictorian-ng-pma-class-2023/,"May 08,  2023"
"'Literal na di makabasag-pinggan?' 'Glass skin' meme sa isang bebot, kinaaliwan",https://balita.mb.com.ph/2023/05/08/literal-na-di-makabasag-pinggan-glass-skin-meme-sa-isang-bebot-kinaaliwan/,"May 08,  2023"
"Singit ni Rosmar, nag-hello sa online world",https://balita.mb.com.ph/2023/05/08/singit-ni-rosmar-nag-hello-sa-online-world/,"May 08,  2023"
"Bilang ng mga tambay, bumaba ngayong 2023 -- PSA",https://balita.mb.com.ph/2023/05/08/bilang-ng-mga-tambay-bumaba-ngayong-2023-psa/,"May 08,  2023"
"'Lutang moments?' Marco, Gazini inokray sa hosting ng MUPh NatCos 2023",https://balita.mb.com.ph/2023/05/08/lutang-moments-marco-gazini-inokray-sa-hosting-ng-muph-natcos-2023/,"May 08,  2023"
"'Di pasok sa panlasa ng oil spill victims: Ipinamahaging de-latang tuna, pinare-recall na!",https://balita.mb.com.ph/2023/05/08/di-pasok-sa-panlasa-ng-oil-spill-victims-ipinamahaging-de-latang-tuna-pinare-recall-na/,"May 08,  2023"
'It's giving me goosebumps!' Jodi Sta. Maria naispatan sa GMA building,https://balita.mb.com.ph/2023/05/08/its-giving-me-goosebumps-jodi-sta-maria-naispatan-sa-gma-building/,"May 08,  2023"
"Umento sa Teachers' Day incentives, nilalakad",https://balita.mb.com.ph/2023/05/08/umento-sa-teachers-day-incentives-nilalakad/,"May 08,  2023"
"ECHO, nilampaso ang Blacklist sa MPL-PH Season 11",https://balita.mb.com.ph/2023/05/08/echo-nilampaso-ang-blacklist-sa-mpl-ph-season-11/,"May 08,  2023"
"Park Bom, magdadaos ng 1st-ever fan concert sa Hunyo",https://balita.mb.com.ph/2023/05/07/park-bom-magdadaos-ng-1st-ever-fan-concert-sa-hunyo/,"February 20,  2024"
"Maine Mendoza, nag-babu na sa fans bilang 'Stacy' sa pagtatapos ng ‘Daddy’s Gurl’",https://balita.mb.com.ph/2023/05/07/maine-mendoza-nag-babu-na-sa-fans-bilang-stacy-sa-pagtatapos-ng-daddys-gurl/,"February 20,  2024"
"Patay sa pamamaril sa compound ni Degamo, 10 na!",https://balita.mb.com.ph/2023/05/07/patay-sa-pamamaril-sa-compound-ni-degamo-10-na/,"May 07,  2023"
"Pinoy karateka Jamie Lim, naka-gold medal sa SEA Games",https://balita.mb.com.ph/2023/05/07/pinoy-karateka-jamie-lim-naka-gold-medal-sa-sea-games/,"May 07,  2023"
"DOH, nangakong magkakaloob ng kinakailangang benepisyo para sa health workers",https://balita.mb.com.ph/2023/05/07/doh-nangakong-magkakaloob-ng-kinakailangang-benepisyo-para-sa-health-workers/,"May 07,  2023"
"Phivolcs, nakapagtala ng 6 pagyanig sa Taal Volcano",https://balita.mb.com.ph/2023/05/07/phivolcs-nakapagtala-ng-6-pagyanig-sa-taal-volcano/,"May 07,  2023"
"‘Dangerous’ heat index, naitala sa 15 lugar sa bansa – PAGASA",https://balita.mb.com.ph/2023/05/07/dangerous-heat-index-naitala-sa-15-lugar-sa-bansa-pagasa/,"May 07,  2023"
"Isabela, niyanig ng magnitude 5.1 na lindol",https://balita.mb.com.ph/2023/05/07/isabela-niyanig-ng-magnitude-5-1-na-lindol/,"May 07,  2023"
"Gold medal, nasikwat ni Marc Alexander Lim sa jiu-jitsu",https://balita.mb.com.ph/2023/05/07/gold-medal-nasikwat-ni-marc-alexander-lim-sa-jiu-jitsu/,"May 07,  2023"
"99 pang OFWs mula Sudan, pauwi na sa ‘Pinas",https://balita.mb.com.ph/2023/05/07/99-pang-ofws-mula-sudan-pauwi-na-sa-pinas/,"May 07,  2023"
"Princess Diana, inalala; pagiging Queen consort ni Camilla, umani ng reaksiyon",https://balita.mb.com.ph/2023/05/07/princess-diana-inalala-pagiging-queen-consort-ni-camilla-umani-ng-reaksiyon/,"February 20,  2024"
Convo ng isang architect at kliyenteng 'barat' usap-usapan,https://balita.mb.com.ph/2023/05/07/convo-ng-isang-architect-at-kliyenteng-barat-usap-usapan/,"May 13,  2023"
"2 rebelde, sumuko sa Nueva Ecija",https://balita.mb.com.ph/2023/05/07/2-rebelde-sumuko-sa-nueva-ecija/,"May 07,  2023"
"Pulis na nagresponde sa road rage incident sa Quezon, binaril patay",https://balita.mb.com.ph/2023/05/07/pulis-na-nagresponde-sa-road-rage-incident-sa-quezon-binaril-patay/,"May 07,  2023"
"Jodi, ibinida anak na si Thirdy: 'Flex ko lang yung binata ko'",https://balita.mb.com.ph/2023/05/07/jodi-ibinida-anak-na-si-thirdy-flex-ko-lang-yung-binata-ko/,"May 07,  2023"
"Senado, nakahanda na sa pagdinig sa ₱150 wage hike bill – Zubiri",https://balita.mb.com.ph/2023/05/07/senado-nakahanda-na-sa-pagdinig-sa-%e2%82%b1150-wage-hike-bill-zubiri/,"May 07,  2023"
"Nationwide Covid-19 positivity rate, umakyat na sa 19.3%",https://balita.mb.com.ph/2023/05/07/nationwide-covid-19-positivity-rate-umakyat-na-sa-19-3/,"May 07,  2023"
"Mindoro gov: Relief goods na ipinamahagi sa mga apektado ng oil spill, 'di bulok",https://balita.mb.com.ph/2023/05/07/mindoro-gov-relief-goods-na-ipinamahagi-sa-mga-apektado-ng-oil-spill-di-bulok/,"May 07,  2023"
"Romualdez, sinabing ‘tagumpay’ ang ‘Pinas vs Covid-19",https://balita.mb.com.ph/2023/05/07/romualdez-sinabing-tagumpay-ang-pinas-vs-covid-19/,"May 07,  2023"
"Davao Occidental, niyanig ng magnitude 4.9 na lindol",https://balita.mb.com.ph/2023/05/07/davao-occidental-niyanig-ng-magnitude-4-9-na-lindol/,"May 07,  2023"
"25,000 residente, lumikas dahil sa wildfires sa Canada",https://balita.mb.com.ph/2023/05/07/25000-residente-lumikas-dahil-sa-wildfires-sa-canada/,"February 20,  2024"
"Filipino karateka Junna Tsukii, dismayado sa resulta ng laban niya sa SEA Games 2023",https://balita.mb.com.ph/2023/05/07/filipino-karateka-junna-tsukii-dismayado-sa-resulta-ng-laban-niya-sa-sea-games-2023/,"May 07,  2023"
"Ika-10 gold medal ng Pilipinas, kinubra ni Kim Mangrobang sa duathlon",https://balita.mb.com.ph/2023/05/07/ika-10-gold-medal-ng-pilipinas-kinubra-ni-kim-mangrobang-sa-duathlon/,"May 07,  2023"
"Pagtatapos ng Covid-19 global health emergency, may mabuting senyales sa turismo ng PH – DOT",https://balita.mb.com.ph/2023/05/07/pagtatapos-ng-covid-19-global-health-emergency-may-mabuting-senyales-sa-turismo-ng-ph-dot/,"May 07,  2023"
"Kabayan, inalala ang ikatlong taong anibersaryo ng ABS-CBN shutdown",https://balita.mb.com.ph/2023/05/07/kabayan-inalala-ang-ikatlong-taong-anibersaryo-ng-abs-cbn-shutdown/,"May 07,  2023"
"Solo winner: Higit ₱55M jackpot sa lotto, tinamaan -- PCSO",https://balita.mb.com.ph/2023/05/07/solo-winner-higit-%e2%82%b155m-jackpot-sa-lotto-tinamaan-pcso/,"May 07,  2023"
Kendra Kramer puring-puri ng netizens: 'Beauty queen material talaga!',https://balita.mb.com.ph/2023/05/07/kendra-kramer-puring-puri-ng-netizens-beauty-queen-material-talaga/,"May 07,  2023"
"Korina Sanchez, may appreciation post sa mga kasambahay",https://balita.mb.com.ph/2023/05/07/korina-sanchez-may-appreciation-post-sa-mga-kasambahay/,"May 07,  2023"
"76% ng mga Pinoy, naniniwalang nasa tamang landas ang PH sa kasalukuyang admin – OCTA",https://balita.mb.com.ph/2023/05/07/76-ng-mga-pinoy-naniniwalang-nasa-tamang-landas-ang-ph-sa-kasalukuyang-admin-octa/,"May 07,  2023"
"Sa pag-volt in ng Voltes V sa Primetime: Coco, baka biglang magka-super powers?",https://balita.mb.com.ph/2023/05/07/sa-pag-volt-in-ng-voltes-v-sa-primetime-coco-baka-biglang-magka-super-powers/,"May 07,  2023"
"Isa patay, 21 sugatan sa malakas na lindol sa Japan",https://balita.mb.com.ph/2023/05/06/isa-patay-21-sugatan-sa-malakas-na-lindol-sa-japan/,"February 20,  2024"
"Big-time price rollback sa produktong petrolyo, asahan sa Martes",https://balita.mb.com.ph/2023/05/07/big-time-price-rollback-sa-produktong-petrolyo-asahan-sa-martes/,"May 07,  2023"
"Bride, inireklamo ang catering service ng kasal: 'Isa kang malaking scammer!'",https://balita.mb.com.ph/2023/05/07/bride-inireklamo-ang-catering-service-ng-kasal-isa-kang-malaking-scammer/,"May 07,  2023"
